base,ligand,solvent,concentration,temperature,yield
CsOAc,PPhMe2,BuOAc,0.057,105,0
CsOPiv,P(fur)3,BuOAc,0.057,105,14.84
CsOPiv,PPh2Me,BuOAc,0.057,105,0
CsOPiv,GorlosPhos HBF4,BuOAc,0.057,105,33.41
CsOPiv,JackiePhos,BuOAc,0.057,105,1.3
CsOPiv,CgMe-PPh,BuOAc,0.057,105,19.84
CsOPiv,PPhMe2,BuOAc,0.057,105,0
KOAc,P(fur)3,p-Xylene,0.057,105,4.99
KOAc,PPh2Me,p-Xylene,0.057,105,0
KOAc,GorlosPhos HBF4,p-Xylene,0.057,105,1.47
KOAc,JackiePhos,p-Xylene,0.057,105,5.45
KOAc,CgMe-PPh,p-Xylene,0.057,105,25.69
KOAc,PPhMe2,p-Xylene,0.057,105,0
KOPiv,P(fur)3,p-Xylene,0.057,105,14.68
KOPiv,PPh2Me,p-Xylene,0.057,105,0
KOPiv,GorlosPhos HBF4,p-Xylene,0.057,105,24.06
KOPiv,JackiePhos,p-Xylene,0.057,105,8.93
KOPiv,CgMe-PPh,p-Xylene,0.057,105,17
KOPiv,PPhMe2,p-Xylene,0.057,105,0
CsOAc,P(fur)3,p-Xylene,0.057,105,16.85
CsOAc,PPh2Me,p-Xylene,0.057,105,0
CsOAc,GorlosPhos HBF4,p-Xylene,0.057,105,0
CsOAc,JackiePhos,p-Xylene,0.057,105,6.15
CsOAc,CgMe-PPh,p-Xylene,0.057,105,41.1
CsOAc,PPhMe2,p-Xylene,0.057,105,0
CsOPiv,P(fur)3,p-Xylene,0.057,105,7.12
CsOPiv,PPh2Me,p-Xylene,0.057,105,0
CsOPiv,GorlosPhos HBF4,p-Xylene,0.057,105,12.53
CsOPiv,JackiePhos,p-Xylene,0.057,105,6.96
CsOPiv,CgMe-PPh,p-Xylene,0.057,105,11.91
CsOPiv,PPhMe2,p-Xylene,0.057,105,0
KOAc,P(fur)3,DMAc,0.057,120,62.04
KOAc,PPh2Me,DMAc,0.057,120,12.01
KOAc,GorlosPhos HBF4,DMAc,0.057,120,13.87
KOAc,JackiePhos,DMAc,0.057,120,89.14
KOAc,CgMe-PPh,DMAc,0.057,120,96.64
KOAc,PPhMe2,DMAc,0.057,120,3.33
KOPiv,P(fur)3,DMAc,0.057,120,83.62
KOPiv,PPh2Me,DMAc,0.057,120,28.06
KOPiv,GorlosPhos HBF4,DMAc,0.057,120,36.29
KOPiv,JackiePhos,DMAc,0.057,120,82.13
KOPiv,CgMe-PPh,DMAc,0.057,120,89.95
KOPiv,PPhMe2,DMAc,0.057,120,2.15
CsOAc,P(fur)3,DMAc,0.057,120,78.6
CsOAc,PPh2Me,DMAc,0.057,120,18.16
CsOAc,GorlosPhos HBF4,DMAc,0.057,120,16.77
CsOAc,JackiePhos,DMAc,0.057,120,81.48
CsOAc,CgMe-PPh,DMAc,0.057,120,95.48
CsOAc,PPhMe2,DMAc,0.057,120,5.9
CsOPiv,P(fur)3,DMAc,0.057,120,50.7
CsOPiv,PPh2Me,DMAc,0.057,120,9.36
CsOPiv,GorlosPhos HBF4,DMAc,0.057,120,27.88
CsOPiv,JackiePhos,DMAc,0.057,120,22.07
CsOPiv,CgMe-PPh,DMAc,0.057,120,92.03
CsOPiv,PPhMe2,DMAc,0.057,120,0
KOAc,P(fur)3,BuCN,0.057,120,12.25
KOAc,PPh2Me,BuCN,0.057,120,0
KOAc,GorlosPhos HBF4,BuCN,0.057,120,20.95
KOAc,JackiePhos,BuCN,0.057,120,21.88
KOAc,CgMe-PPh,BuCN,0.057,120,76.66
KOAc,PPhMe2,BuCN,0.057,120,0
KOPiv,P(fur)3,BuCN,0.057,120,31.53
KOPiv,PPh2Me,BuCN,0.057,120,0
KOPiv,GorlosPhos HBF4,BuCN,0.057,120,64.48
KOPiv,JackiePhos,BuCN,0.057,120,16.07
KOPiv,CgMe-PPh,BuCN,0.057,120,77.52
KOPiv,PPhMe2,BuCN,0.057,120,0
CsOAc,P(fur)3,BuCN,0.057,120,25.45
CsOAc,PPh2Me,BuCN,0.057,120,0
CsOAc,GorlosPhos HBF4,BuCN,0.057,120,49.09
CsOAc,JackiePhos,BuCN,0.057,120,23.23
CsOAc,CgMe-PPh,BuCN,0.057,120,50.74
CsOAc,PPhMe2,BuCN,0.057,120,0
CsOPiv,P(fur)3,BuCN,0.057,120,23.81
CsOPiv,PPh2Me,BuCN,0.057,120,0
CsOPiv,GorlosPhos HBF4,BuCN,0.057,120,58.13
CsOPiv,JackiePhos,BuCN,0.057,120,11.26
CsOPiv,CgMe-PPh,BuCN,0.057,120,75.46
CsOPiv,PPhMe2,BuCN,0.057,120,0
KOAc,P(fur)3,BuOAc,0.057,120,9.35
KOAc,PPh2Me,BuOAc,0.057,120,0
KOAc,GorlosPhos HBF4,BuOAc,0.057,120,0
KOAc,JackiePhos,BuOAc,0.057,120,5.16
KOAc,CgMe-PPh,BuOAc,0.057,120,46.42
KOAc,PPhMe2,BuOAc,0.057,120,0
KOPiv,P(fur)3,BuOAc,0.057,120,14.81
KOPiv,PPh2Me,BuOAc,0.057,120,0
KOPiv,GorlosPhos HBF4,BuOAc,0.057,120,38.63
KOPiv,JackiePhos,BuOAc,0.057,120,3.96
KOPiv,CgMe-PPh,BuOAc,0.057,120,33.69
KOPiv,PPhMe2,BuOAc,0.057,120,0
CsOAc,P(fur)3,BuOAc,0.057,120,12.14
CsOAc,PPh2Me,BuOAc,0.057,120,0
CsOAc,GorlosPhos HBF4,BuOAc,0.057,120,34.4
CsOAc,JackiePhos,BuOAc,0.057,120,2.45
CsOAc,CgMe-PPh,BuOAc,0.057,120,38.65
CsOAc,PPhMe2,BuOAc,0.057,120,0
CsOPiv,P(fur)3,BuOAc,0.057,120,10.59
CsOPiv,PPh2Me,BuOAc,0.057,120,0
CsOPiv,GorlosPhos HBF4,BuOAc,0.057,120,13.52
CsOPiv,JackiePhos,BuOAc,0.057,120,1.23
CsOPiv,CgMe-PPh,BuOAc,0.057,120,19.71
CsOPiv,PPhMe2,BuOAc,0.057,120,0
KOAc,P(fur)3,p-Xylene,0.057,120,4.66
KOAc,PPh2Me,p-Xylene,0.057,120,0
KOAc,GorlosPhos HBF4,p-Xylene,0.057,120,0
KOAc,JackiePhos,p-Xylene,0.057,120,5.4
KOAc,CgMe-PPh,p-Xylene,0.057,120,31.14
KOAc,PPhMe2,p-Xylene,0.057,120,0
KOPiv,P(fur)3,p-Xylene,0.057,120,9.88
KOPiv,PPh2Me,p-Xylene,0.057,120,0
KOPiv,GorlosPhos HBF4,p-Xylene,0.057,120,4.02
KOPiv,JackiePhos,p-Xylene,0.057,120,8.9
KOPiv,CgMe-PPh,p-Xylene,0.057,120,26.39
KOPiv,PPhMe2,p-Xylene,0.057,120,0
CsOAc,P(fur)3,p-Xylene,0.057,120,11.72
CsOAc,PPh2Me,p-Xylene,0.057,120,0
CsOAc,GorlosPhos HBF4,p-Xylene,0.057,120,21.94
CsOAc,JackiePhos,p-Xylene,0.057,120,6.44
CsOAc,CgMe-PPh,p-Xylene,0.057,120,59.82
CsOAc,PPhMe2,p-Xylene,0.057,120,0
CsOPiv,P(fur)3,p-Xylene,0.057,120,5.15
CsOPiv,PPh2Me,p-Xylene,0.057,120,0
CsOPiv,GorlosPhos HBF4,p-Xylene,0.057,120,3.69
CsOPiv,JackiePhos,p-Xylene,0.057,120,7.03
CsOPiv,CgMe-PPh,p-Xylene,0.057,120,12.23
CsOPiv,PPhMe2,p-Xylene,0.057,120,0
KOAc,P(fur)3,DMAc,0.153,90,10.13
KOAc,PPh2Me,DMAc,0.153,90,3.02
KOAc,GorlosPhos HBF4,DMAc,0.153,90,9.14
KOAc,JackiePhos,DMAc,0.153,90,36.97
KOAc,CgMe-PPh,DMAc,0.153,90,28.9
KOAc,PPhMe2,DMAc,0.153,90,0
KOPiv,P(fur)3,DMAc,0.153,90,37.37
KOPiv,PPh2Me,DMAc,0.153,90,2.29
KOPiv,GorlosPhos HBF4,DMAc,0.153,90,30.03
KOPiv,JackiePhos,DMAc,0.153,90,2.9
KOPiv,CgMe-PPh,DMAc,0.153,90,61.09
KOPiv,PPhMe2,DMAc,0.153,90,0
CsOAc,P(fur)3,DMAc,0.153,90,24.55
CsOAc,PPh2Me,DMAc,0.153,90,3.61
CsOAc,GorlosPhos HBF4,DMAc,0.153,90,14.72
CsOAc,JackiePhos,DMAc,0.153,90,11.77
CsOAc,CgMe-PPh,DMAc,0.153,90,43.84
CsOAc,PPhMe2,DMAc,0.153,90,0
CsOPiv,P(fur)3,DMAc,0.153,90,31.66
CsOPiv,PPh2Me,DMAc,0.153,90,1.36
CsOPiv,GorlosPhos HBF4,DMAc,0.153,90,23.23
CsOPiv,JackiePhos,DMAc,0.153,90,0.97
CsOPiv,CgMe-PPh,DMAc,0.153,90,84.03
CsOPiv,PPhMe2,DMAc,0.153,90,0
KOAc,P(fur)3,BuCN,0.153,90,5.7
KOAc,PPh2Me,BuCN,0.153,90,0
KOAc,GorlosPhos HBF4,BuCN,0.153,90,5.26
KOAc,JackiePhos,BuCN,0.153,90,24.05
KOAc,CgMe-PPh,BuCN,0.153,90,19.99
KOAc,PPhMe2,BuCN,0.153,90,0
KOPiv,P(fur)3,BuCN,0.153,90,52.2
KOPiv,PPh2Me,BuCN,0.153,90,0
KOPiv,GorlosPhos HBF4,BuCN,0.153,90,14.99
KOPiv,JackiePhos,BuCN,0.153,90,22.3
KOPiv,CgMe-PPh,BuCN,0.153,90,52.23
KOPiv,PPhMe2,BuCN,0.153,90,0
CsOAc,P(fur)3,BuCN,0.153,90,29.45
CsOAc,PPh2Me,BuCN,0.153,90,0
CsOAc,GorlosPhos HBF4,BuCN,0.153,90,16.44
CsOAc,JackiePhos,BuCN,0.153,90,36.32
CsOAc,CgMe-PPh,BuCN,0.153,90,63.2
CsOAc,PPhMe2,BuCN,0.153,90,0
CsOPiv,P(fur)3,BuCN,0.153,90,44.4
CsOPiv,PPh2Me,BuCN,0.153,90,0
CsOPiv,GorlosPhos HBF4,BuCN,0.153,90,18.19
CsOPiv,JackiePhos,BuCN,0.153,90,16.91
CsOPiv,CgMe-PPh,BuCN,0.153,90,36.73
CsOPiv,PPhMe2,BuCN,0.153,90,0
KOAc,P(fur)3,BuOAc,0.153,90,10.04
KOAc,PPh2Me,BuOAc,0.153,90,0
KOAc,GorlosPhos HBF4,BuOAc,0.153,90,0
KOAc,JackiePhos,BuOAc,0.153,90,4.39
KOAc,CgMe-PPh,BuOAc,0.153,90,16.83
KOAc,PPhMe2,BuOAc,0.153,90,0
KOPiv,P(fur)3,BuOAc,0.153,90,33.6
KOPiv,PPh2Me,BuOAc,0.153,90,0
KOPiv,GorlosPhos HBF4,BuOAc,0.153,90,5.65
KOPiv,JackiePhos,BuOAc,0.153,90,5.68
KOPiv,CgMe-PPh,BuOAc,0.153,90,22.65
KOPiv,PPhMe2,BuOAc,0.153,90,0
CsOAc,P(fur)3,BuOAc,0.153,90,34.6
CsOAc,PPh2Me,BuOAc,0.153,90,0
CsOAc,GorlosPhos HBF4,BuOAc,0.153,90,4.16
CsOAc,JackiePhos,BuOAc,0.153,90,3.38
CsOAc,CgMe-PPh,BuOAc,0.153,90,31.58
CsOAc,PPhMe2,BuOAc,0.153,90,0
CsOPiv,P(fur)3,BuOAc,0.153,90,25.64
CsOPiv,PPh2Me,BuOAc,0.153,90,0
CsOPiv,GorlosPhos HBF4,BuOAc,0.153,90,9.39
CsOPiv,JackiePhos,BuOAc,0.153,90,2.77
CsOPiv,CgMe-PPh,BuOAc,0.153,90,18.93
CsOPiv,PPhMe2,BuOAc,0.153,90,0
KOAc,P(fur)3,p-Xylene,0.153,90,10.66
KOAc,PPh2Me,p-Xylene,0.153,90,0
KOAc,GorlosPhos HBF4,p-Xylene,0.153,90,0.18
KOAc,JackiePhos,p-Xylene,0.153,90,6.73
KOAc,CgMe-PPh,p-Xylene,0.153,90,16.95
KOAc,PPhMe2,p-Xylene,0.153,90,0
KOPiv,P(fur)3,p-Xylene,0.153,90,37.3
KOPiv,PPh2Me,p-Xylene,0.153,90,0
KOPiv,GorlosPhos HBF4,p-Xylene,0.153,90,2.49
KOPiv,JackiePhos,p-Xylene,0.153,90,9.96
KOPiv,CgMe-PPh,p-Xylene,0.153,90,20.67
KOPiv,PPhMe2,p-Xylene,0.153,90,0
CsOAc,P(fur)3,p-Xylene,0.153,90,40.04
CsOAc,PPh2Me,p-Xylene,0.153,90,0
CsOAc,GorlosPhos HBF4,p-Xylene,0.153,90,1.65
CsOAc,JackiePhos,p-Xylene,0.153,90,6.77
CsOAc,CgMe-PPh,p-Xylene,0.153,90,44.22
CsOAc,PPhMe2,p-Xylene,0.153,90,0
CsOPiv,P(fur)3,p-Xylene,0.153,90,18.95
CsOPiv,PPh2Me,p-Xylene,0.153,90,0
CsOPiv,GorlosPhos HBF4,p-Xylene,0.153,90,0.93
CsOPiv,JackiePhos,p-Xylene,0.153,90,9.32
CsOPiv,CgMe-PPh,p-Xylene,0.153,90,13.02
CsOPiv,PPhMe2,p-Xylene,0.153,90,0
KOAc,P(fur)3,DMAc,0.153,105,32.04
KOAc,PPh2Me,DMAc,0.153,105,3.79
KOAc,GorlosPhos HBF4,DMAc,0.153,105,21.77
KOAc,JackiePhos,DMAc,0.153,105,63.88
KOAc,CgMe-PPh,DMAc,0.153,105,87
KOAc,PPhMe2,DMAc,0.153,105,0
KOPiv,P(fur)3,DMAc,0.153,105,64.46
KOPiv,PPh2Me,DMAc,0.153,105,2.77
KOPiv,GorlosPhos HBF4,DMAc,0.153,105,72.45
KOPiv,JackiePhos,DMAc,0.153,105,11.68
KOPiv,CgMe-PPh,DMAc,0.153,105,98.49
KOPiv,PPhMe2,DMAc,0.153,105,0
CsOAc,P(fur)3,DMAc,0.153,105,52.56
CsOAc,PPh2Me,DMAc,0.153,105,3.24
CsOAc,GorlosPhos HBF4,DMAc,0.153,105,59.83
CsOAc,JackiePhos,DMAc,0.153,105,22.3
CsOAc,CgMe-PPh,DMAc,0.153,105,100
CsOAc,PPhMe2,DMAc,0.153,105,0
CsOPiv,P(fur)3,DMAc,0.153,105,55.96
CsOPiv,PPh2Me,DMAc,0.153,105,0
CsOPiv,GorlosPhos HBF4,DMAc,0.153,105,76.34
CsOPiv,JackiePhos,DMAc,0.153,105,2.84
CsOPiv,CgMe-PPh,DMAc,0.153,105,100
CsOPiv,PPhMe2,DMAc,0.153,105,0
KOAc,P(fur)3,BuCN,0.153,105,11.61
KOAc,PPh2Me,BuCN,0.153,105,0
KOAc,GorlosPhos HBF4,BuCN,0.153,105,11.6
KOAc,JackiePhos,BuCN,0.153,105,21.86
KOAc,CgMe-PPh,BuCN,0.153,105,50.75
KOAc,PPhMe2,BuCN,0.153,105,0
KOPiv,P(fur)3,BuCN,0.153,105,57.68
KOPiv,PPh2Me,BuCN,0.153,105,0
KOPiv,GorlosPhos HBF4,BuCN,0.153,105,30.77
KOPiv,JackiePhos,BuCN,0.153,105,23.1
KOPiv,CgMe-PPh,BuCN,0.153,105,69.2
KOPiv,PPhMe2,BuCN,0.153,105,0
CsOAc,P(fur)3,BuCN,0.153,105,31.29
CsOAc,PPh2Me,BuCN,0.153,105,0
CsOAc,GorlosPhos HBF4,BuCN,0.153,105,28.37
CsOAc,JackiePhos,BuCN,0.153,105,32.74
CsOAc,CgMe-PPh,BuCN,0.153,105,96.38
CsOAc,PPhMe2,BuCN,0.153,105,0
CsOPiv,P(fur)3,BuCN,0.153,105,52.69
CsOPiv,PPh2Me,BuCN,0.153,105,0
CsOPiv,GorlosPhos HBF4,BuCN,0.153,105,29.82
CsOPiv,JackiePhos,BuCN,0.153,105,13.99
CsOPiv,CgMe-PPh,BuCN,0.153,105,53.52
CsOPiv,PPhMe2,BuCN,0.153,105,0
KOAc,P(fur)3,BuOAc,0.153,105,14.19
KOAc,PPh2Me,BuOAc,0.153,105,0
KOAc,GorlosPhos HBF4,BuOAc,0.153,105,1.31
KOAc,JackiePhos,BuOAc,0.153,105,6.18
KOAc,CgMe-PPh,BuOAc,0.153,105,38.53
KOAc,PPhMe2,BuOAc,0.153,105,0
KOPiv,P(fur)3,BuOAc,0.153,105,36.7
KOPiv,PPh2Me,BuOAc,0.153,105,0
KOPiv,GorlosPhos HBF4,BuOAc,0.153,105,13.22
KOPiv,JackiePhos,BuOAc,0.153,105,6.7
KOPiv,CgMe-PPh,BuOAc,0.153,105,32.43
KOPiv,PPhMe2,BuOAc,0.153,105,0
CsOAc,P(fur)3,BuOAc,0.153,105,34.53
CsOAc,PPh2Me,BuOAc,0.153,105,0
CsOAc,GorlosPhos HBF4,BuOAc,0.153,105,5.13
CsOAc,JackiePhos,BuOAc,0.153,105,4.09
CsOAc,CgMe-PPh,BuOAc,0.153,105,50.69
CsOAc,PPhMe2,BuOAc,0.153,105,0
CsOPiv,P(fur)3,BuOAc,0.153,105,27.05
CsOPiv,PPh2Me,BuOAc,0.153,105,0
CsOPiv,GorlosPhos HBF4,BuOAc,0.153,105,9.03
CsOPiv,JackiePhos,BuOAc,0.153,105,3.13
CsOPiv,CgMe-PPh,BuOAc,0.153,105,22.88
CsOPiv,PPhMe2,BuOAc,0.153,105,0
KOAc,P(fur)3,p-Xylene,0.153,105,11.69
KOAc,PPh2Me,p-Xylene,0.153,105,0
KOAc,GorlosPhos HBF4,p-Xylene,0.153,105,0.83
KOAc,JackiePhos,p-Xylene,0.153,105,7.61
KOAc,CgMe-PPh,p-Xylene,0.153,105,41.64
KOAc,PPhMe2,p-Xylene,0.153,105,0
KOPiv,P(fur)3,p-Xylene,0.153,105,37.71
KOPiv,PPh2Me,p-Xylene,0.153,105,0.22
KOPiv,GorlosPhos HBF4,p-Xylene,0.153,105,4.92
KOPiv,JackiePhos,p-Xylene,0.153,105,12.77
KOPiv,CgMe-PPh,p-Xylene,0.153,105,31.32
KOPiv,PPhMe2,p-Xylene,0.153,105,0
CsOAc,P(fur)3,p-Xylene,0.153,105,53.25
CsOAc,PPh2Me,p-Xylene,0.153,105,0
CsOAc,GorlosPhos HBF4,p-Xylene,0.153,105,6.96
CsOAc,JackiePhos,p-Xylene,0.153,105,10.93
CsOAc,CgMe-PPh,p-Xylene,0.153,105,80.69
CsOAc,PPhMe2,p-Xylene,0.153,105,0
CsOPiv,P(fur)3,p-Xylene,0.153,105,15.44
CsOPiv,PPh2Me,p-Xylene,0.153,105,0
CsOPiv,GorlosPhos HBF4,p-Xylene,0.153,105,4.53
CsOPiv,JackiePhos,p-Xylene,0.153,105,10.46
CsOPiv,CgMe-PPh,p-Xylene,0.153,105,19.28
CsOPiv,PPhMe2,p-Xylene,0.153,105,0
KOAc,P(fur)3,DMAc,0.153,120,52.08
KOAc,PPh2Me,DMAc,0.153,120,7.5
KOAc,GorlosPhos HBF4,DMAc,0.153,120,14.06
KOAc,JackiePhos,DMAc,0.153,120,85.21
KOAc,CgMe-PPh,DMAc,0.153,120,98.38
KOAc,PPhMe2,DMAc,0.153,120,2.78
KOPiv,P(fur)3,DMAc,0.153,120,78.93
KOPiv,PPh2Me,DMAc,0.153,120,2.64
KOPiv,GorlosPhos HBF4,DMAc,0.153,120,61.33
KOPiv,JackiePhos,DMAc,0.153,120,43.12
KOPiv,CgMe-PPh,DMAc,0.153,120,99.81
KOPiv,PPhMe2,DMAc,0.153,120,0
CsOAc,P(fur)3,DMAc,0.153,120,74.3
CsOAc,PPh2Me,DMAc,0.153,120,2.33
CsOAc,GorlosPhos HBF4,DMAc,0.153,120,40.26
CsOAc,JackiePhos,DMAc,0.153,120,39.57
CsOAc,CgMe-PPh,DMAc,0.153,120,99.22
CsOAc,PPhMe2,DMAc,0.153,120,2.79
CsOPiv,P(fur)3,DMAc,0.153,120,68.17
CsOPiv,PPh2Me,DMAc,0.153,120,10.49
CsOPiv,GorlosPhos HBF4,DMAc,0.153,120,54.83
CsOPiv,JackiePhos,DMAc,0.153,120,5.65
CsOPiv,CgMe-PPh,DMAc,0.153,120,92.19
CsOPiv,PPhMe2,DMAc,0.153,120,0
KOAc,P(fur)3,BuCN,0.153,120,3.04
KOAc,PPh2Me,BuCN,0.153,120,0
KOAc,GorlosPhos HBF4,BuCN,0.153,120,19.95
KOAc,JackiePhos,BuCN,0.153,120,20.72
KOAc,CgMe-PPh,BuCN,0.153,120,80.86
KOAc,PPhMe2,BuCN,0.153,120,0
KOPiv,P(fur)3,BuCN,0.153,120,53.11
KOPiv,PPh2Me,BuCN,0.153,120,0
KOPiv,GorlosPhos HBF4,BuCN,0.153,120,45.37
KOPiv,JackiePhos,BuCN,0.153,120,20.51
KOPiv,CgMe-PPh,BuCN,0.153,120,80.65
KOPiv,PPhMe2,BuCN,0.153,120,0
CsOAc,P(fur)3,BuCN,0.153,120,30.17
CsOAc,PPh2Me,BuCN,0.153,120,0
CsOAc,GorlosPhos HBF4,BuCN,0.153,120,36.46
CsOAc,JackiePhos,BuCN,0.153,120,27.41
CsOAc,CgMe-PPh,BuCN,0.153,120,99.98
CsOAc,PPhMe2,BuCN,0.153,120,0
CsOPiv,P(fur)3,BuCN,0.153,120,49.48
CsOPiv,PPh2Me,BuCN,0.153,120,0
CsOPiv,GorlosPhos HBF4,BuCN,0.153,120,39.2
CsOPiv,JackiePhos,BuCN,0.153,120,13.79
CsOPiv,CgMe-PPh,BuCN,0.153,120,71.81
CsOPiv,PPhMe2,BuCN,0.153,120,0
KOAc,P(fur)3,BuOAc,0.153,120,13.12
KOAc,PPh2Me,BuOAc,0.153,120,0
KOAc,GorlosPhos HBF4,BuOAc,0.153,120,8.2
KOAc,JackiePhos,BuOAc,0.153,120,6.48
KOAc,CgMe-PPh,BuOAc,0.153,120,52.47
KOAc,PPhMe2,BuOAc,0.153,120,0
KOPiv,P(fur)3,BuOAc,0.153,120,31.43
KOPiv,PPh2Me,BuOAc,0.153,120,0
KOPiv,GorlosPhos HBF4,BuOAc,0.153,120,26.48
KOPiv,JackiePhos,BuOAc,0.153,120,6.87
KOPiv,CgMe-PPh,BuOAc,0.153,120,45.73
KOPiv,PPhMe2,BuOAc,0.153,120,0
CsOAc,P(fur)3,BuOAc,0.153,120,53.61
CsOAc,PPh2Me,BuOAc,0.153,120,0
CsOAc,GorlosPhos HBF4,BuOAc,0.153,120,23.3
CsOAc,JackiePhos,BuOAc,0.153,120,4.87
CsOAc,CgMe-PPh,BuOAc,0.153,120,62.33
CsOAc,PPhMe2,BuOAc,0.153,120,1.8
CsOPiv,P(fur)3,BuOAc,0.153,120,21.09
CsOPiv,PPh2Me,BuOAc,0.153,120,0
CsOPiv,GorlosPhos HBF4,BuOAc,0.153,120,22.22
CsOPiv,JackiePhos,BuOAc,0.153,120,3.18
CsOPiv,CgMe-PPh,BuOAc,0.153,120,26.69
CsOPiv,PPhMe2,BuOAc,0.153,120,0
KOAc,P(fur)3,p-Xylene,0.153,120,11.99
KOAc,PPh2Me,p-Xylene,0.153,120,0
KOAc,GorlosPhos HBF4,p-Xylene,0.153,120,4.87
KOAc,JackiePhos,p-Xylene,0.153,120,7.88
KOAc,CgMe-PPh,p-Xylene,0.153,120,60.29
KOAc,PPhMe2,p-Xylene,0.153,120,0
KOPiv,P(fur)3,p-Xylene,0.153,120,23.8
KOPiv,PPh2Me,p-Xylene,0.153,120,0
KOPiv,GorlosPhos HBF4,p-Xylene,0.153,120,17.56
KOPiv,JackiePhos,p-Xylene,0.153,120,13.33
KOPiv,CgMe-PPh,p-Xylene,0.153,120,44.47
KOPiv,PPhMe2,p-Xylene,0.153,120,0
CsOAc,P(fur)3,p-Xylene,0.153,120,53.02
CsOAc,PPh2Me,p-Xylene,0.153,120,0
CsOAc,GorlosPhos HBF4,p-Xylene,0.153,120,11.49
CsOAc,JackiePhos,p-Xylene,0.153,120,10.77
CsOAc,CgMe-PPh,p-Xylene,0.153,120,91.19
CsOAc,PPhMe2,p-Xylene,0.153,120,0
CsOPiv,P(fur)3,p-Xylene,0.153,120,14.29
CsOPiv,PPh2Me,p-Xylene,0.153,120,1.6
CsOPiv,GorlosPhos HBF4,p-Xylene,0.153,120,8.39
CsOPiv,JackiePhos,p-Xylene,0.153,120,13.34
CsOPiv,CgMe-PPh,p-Xylene,0.153,120,19.13
CsOPiv,PPhMe2,p-Xylene,0.153,120,0
